article_id,section_id,text
2000,2000,harrisville voter weigh bond issue rec facility
2002,2002,botch scottish census add cost daily business
2004,2004,republicans shift workforce training grant biz automation loan
2005,2005,pa environmental group hope progress horizon harrisburg
2006,2006,oil gas paradox threaten biden party poll
2007,2007,india allow export tonne sugar
2008,2008,nonprofit organization gainesville award federal fund
2009,2009,covid vaccine child aged month year
2010,2010,mitta holding dgp property acquire federal courthouseturnedoffice springfield
2011,2011,aidea seek anwr drill campaign
2012,2012,fg budget nm combat fake news
2013,2013,irs gear file season deal tax return backlog
2014,2014,million funding improve housing support vulnerable tenant
2016,2016,ivy tech seek state fund new tech center
2017,2017,enterprise crypto wallet startup pine street lab raise polychainle round
2018,2018,city vallejo pay housing grant fund administrative error
2019,2019,pa get federal fund expand broadband access
2020,2020,federal grant design expand highspeed internet arizona
2022,2022,vallejo city council ask county housing project
2023,2023,video dredge milton harbor expect finish week
2024,2024,yukon government nurse bonus package
2025,2025,northern ireland assembly brexit
2026,2026,cashstrappe slough borough council face extra cut
2027,2027,faropoint expand washingtonbaltimore market industrial acquisition
2028,2028,canada invest biomassfuelle rng facility
2029,2029,hawaii announce federal broadband funding
2030,2030,donor urge review import mosquito net india
2032,2032,fct resident receive covid vaccination thisdaylive
2033,2033,vbdph receive federal funding strengthen public health workforce
2034,2034,climate change people displace nigeria year
2035,2035,power user laud cbn metering plan flay high billing
2036,2036,adur worthe council saving year
2037,2037,north west manufacturer win digital tech funding
2038,2038,california county gets boost responder
2039,2039,stamford federal fund build library branch replace streetlight
2040,2040,single point inc issue annual letter shareholder review fundamental business improvement acquisition strategy result record revenue pro forma revenue growth fy
2041,2041,presidential committee gulp nbn year
2043,2043,corner crosser reach federal court access western acre
2044,2044,marin broaden renter assistance outlay
2045,2045,spokane valley score major project include underpass
2046,2046,coronavirus vaccine kid finally
2047,2047,big reason microsoft catch amazon cloud
2048,2048,project aim worldbeate motor production process
2049,2049,atagi recommendation covid vaccine use child aged month
2050,2050,taiwan aim tourist year
2051,2051,government plan bn insulate uk house give goahead sizewell c
2052,2052,kentucky county receive flood
2053,2053,lobbying compensation corcoran partner near pay
2054,2054,yorkshire water fine sewage pollution
2055,2055,b federal fund announce brent spence bridge
2056,2056,adams hochul partner plan build new b kip bay life sciences hub
2057,2057,louisiana receive federal loan complete highway project
2058,2058,thousand orkney resident cost live help
2059,2059,social prescribing support receive boost
2060,2060,london borough win high court dispute tenant railway arch rent
2061,2061,mississippi near revenue medical marijuana license fee
2062,2062,isle wight funding gap hit council warn
2063,2063,people desperate london turn tory
2064,2064,washington county approve bid courtroom renovation
2065,2065,mike franken upset iowa political icon chuck grassley national dem think
2066,2066,cherry creek hotel development site sell
2067,2067,aussie government invest grow global space sector sit news
2068,2068,chief medical examiner abandon lawsuit alberta government
2069,2069,union county allocate arpa fund nonprofit municipality
2070,2070,wirral labour councillor fight service run
2071,2071,biograd open new biobank facility hq investment
2072,2072,chance stormont government northern ireland election
2073,2073,split vote miami county approve contract build onestop bmv facility
2074,2074,napa valley vintner distribute local nonprofit
2075,2075,dyer successfully lobby return homeless fund
2076,2076,help kansas mental health center
2077,2077,government declaration finish wee
2078,2078,canada carbon announce completion drilling program asbury property
2079,2079,real deal fayetteville hotel room check sale
2080,2080,new bill speed american electrification year
2081,2081,antihunger project federal fund triple win oregon
2082,2082,finance bill sails national assembly
2083,2083,rep summon water resource minister agency auction nbn asset nm
2084,2084,railroad commission chair wayne christian win runoff
2085,2085,potentially catastrophic financial pressure local council
2086,2086,ticker att pay sec delta pilot reach year deal
2088,2088,greene county present check water infrastructure improvement
2089,2089,news sport job adirondack daily enterprise
2090,2090,mehmet oz say abortion woman doctor local political leader debate video
2091,2091,city official please interest rate bond incentive ascend element
2092,2092,city davenport award destination iowa funding
2093,2093,ccrc independence justice gap
2094,2094,iowa gov reynolds names appeal court judge david iowa supreme court
2095,2095,lightbase covid treatment propose nc budget
2096,2096,health official urge resident mask vaccinated sacramentoarea respiratory virus rate spike
2097,2097,man charge beverly hills jewelry store robbery
2098,2098,dayton give dragons stadium renovation
2100,2100,birdie charity colonialcharle schwab campaign score local charity
2101,2101,switzerland
2102,2102,california biomass facility hope receive government
2103,2103,demolition ekiti landlord protest unpaid nm compensation thisdaylive
2104,2104,tucson club owner win covid lockout
2105,2105,mistawasis nhiyawak receive treaty compensation province federal government
2106,2106,city award project bid renovate council chamber
2107,2107,airport score runway grant
2108,2108,province announce local infrastructure funding
2109,2109,allisland investment fund worth announce taoiseach
2110,2110,wiltshire college university centre receive grant
2111,2111,news wrap california face round storm
2112,2112,newspaper headline fg plan deploy electricity meter june
2113,2113,nevada trooper stop net fentanyl arrest near utah
2114,2114,georgia spend new plant site big score
2115,2115,water improvement project underway
2116,2116,cannabis stock benefit federal legalization
2117,2117,clark county council weigh use remain covid stimulus
2118,2118,can nt america gun
2119,2119,nifa invest nearly diet nutrition prevention chronic disease
2120,2120,councils energy bill cost extra year
2121,2121,hawaii receive grant expand highspeed internet access
2122,2122,electrified automation award government funding
2123,2123,texas leader allot additional public safety initiative
2124,2124,exclusive heru raise google gradient venture
2125,2125,florida residence feature private casino hit market nearly
2126,2126,midtown property state street sell
2127,2127,cub pitcher yu darvish list evanston home
2128,2128,buy rental property consider passive income investment
2129,2129,real estate news tractor dealer eberhard equipment buy longtime santa ana facility
2130,2130,marcus millichap arrange sale industrial property rolling meadow illinois
2131,2131,black country industrial estate sell
